time(s)	Ax(m/s²)	Ay(m/s²)	Az(m/s²)	Rx(°/s)	Ry.(°/s)	Rz(°/s)										
0.001	0.000	0.000	0.000	0.000	0.000	0.000	
0.002	0.000	0.000	0.000	0.000	0.000	0.000	
0.003	0.000	0.000	0.000	0.000	0.000	0.000	
0.004	0.000	0.000	0.000	0.000	0.000	0.000	
0.005	0.000	0.000	0.000	0.000	0.000	0.000	
0.006	0.000	0.000	0.000	0.000	0.000	0.000	
0.007	0.000	0.000	0.000	0.000	0.000	0.000	
0.008	0.000	0.000	0.000	0.000	0.000	0.000	
0.009	0.000	0.000	0.000	0.000	0.000	0.000	
0.010	0.000	0.000	0.000	0.000	0.000	0.000	
0.011	0.000	0.000	0.000	0.000	0.000	0.000	
0.012	0.000	0.000	0.000	0.000	0.000	0.000	
0.013	0.000	0.000	0.000	0.000	0.000	0.000	
0.014	0.000	0.000	0.000	0.000	0.000	0.000	
0.015	0.000	0.000	0.000	0.000	0.000	0.000	
0.016	0.000	0.000	0.000	0.000	0.000	0.000	
0.017	0.000	0.000	0.000	0.000	0.000	0.000	
0.018	0.000	0.000	0.000	0.000	0.000	0.000	
0.019	0.000	0.000	0.000	0.000	0.000	0.000	
0.020	0.000	0.000	0.000	0.000	0.000	0.000	
0.021	0.000	0.000	0.000	0.000	0.000	0.000	
0.022	0.000	0.000	0.000	0.000	0.000	0.000	
0.023	0.000	0.000	0.000	0.000	0.000	0.000	
0.024	0.000	0.000	0.000	0.000	0.000	0.000	
0.025	0.000	0.000	7.950	0.000	0.000	0.000	
0.026	0.000	0.000	7.951	0.000	0.000	0.000	
0.027	0.000	0.000	8.407	0.000	0.000	0.000	
0.028	0.000	0.000	8.528	0.000	0.000	0.000	
0.029	0.000	0.000	8.531	0.000	0.000	0.000	
0.030	0.000	0.000	8.808	0.000	0.000	0.000	
0.031	0.000	0.000	8.812	0.000	0.000	0.000	
0.032	0.000	0.000	9.207	0.000	0.000	0.000	
0.033	0.000	0.000	9.387	0.000	0.000	0.000	
0.034	0.000	0.000	9.393	0.000	0.025	0.000	
0.035	0.000	0.000	9.483	0.000	0.542	0.000	
0.036	0.000	0.000	9.556	0.000	0.542	0.000	
0.037	0.000	0.000	9.676	0.000	1.076	0.000	
0.038	0.000	0.000	9.903	0.000	1.076	0.000	
0.039	0.000	0.010	9.939	0.000	1.076	0.000	
0.040	0.000	0.022	9.965	0.000	1.899	0.000	
0.041	0.010	0.036	10.010	0.000	1.899	0.034	
0.042	0.024	0.046	10.249	0.000	1.899	0.203	
0.043	0.094	0.046	10.249	0.000	1.899	0.203	
0.044	0.096	0.046	10.249	0.000	1.899	0.263	
0.045	0.359	0.046	10.249	0.000	1.899	0.263	
0.046	0.479	0.090	10.249	0.000	2.034	0.263	
0.047	0.569	0.090	10.249	0.000	2.034	0.526	
0.048	0.573	0.094	10.249	0.000	2.034	0.534	
0.049	0.573	0.094	10.249	0.000	2.034	0.534	
0.050	0.623	0.096	10.249	0.059	2.136	0.542	
0.051	0.623	0.094	10.249	0.059	2.136	0.534	
0.052	0.623	0.094	10.249	0.059	2.136	0.534	
0.053	0.623	0.096	10.249	0.119	2.136	0.542	
0.054	0.623	0.168	10.249	0.263	2.136	0.568	
0.055	0.623	0.168	10.249	0.263	1.899	0.568	
0.056	0.573	0.168	10.249	0.263	1.899	0.568	
0.057	0.573	0.168	10.249	0.263	2.136	0.568	
0.058	0.573	0.186	10.249	0.263	2.136	1.051	
0.059	0.573	0.168	10.155	0.119	1.627	0.568	
0.060	0.573	0.186	10.155	0.119	1.627	1.051	
0.061	0.573	0.168	10.155	0.119	1.076	1.051	
0.062	0.573	0.186	10.155	0.263	1.627	1.076	
0.063	0.573	0.186	10.155	0.263	1.627	1.076	
0.064	0.573	0.168	10.155	0.119	1.627	1.051	
0.065	0.573	0.096	10.155	0.059	1.627	0.568	
0.066	0.573	0.096	10.131	0.059	1.627	0.568	
0.067	0.573	0.096	10.131	0.059	1.627	0.568	
0.068	0.479	0.090	10.131	-0.008	1.627	0.542	
0.069	0.573	0.096	10.155	0.059	2.136	0.568	
0.070	0.573	0.096	10.131	0.059	1.627	0.568	
0.071	0.573	0.096	10.131	0.059	1.627	0.568	
0.072	0.573	0.168	10.131	0.119	2.136	1.076	
0.073	0.573	0.168	10.131	0.119	2.161	1.076	
0.074	0.573	0.190	10.131	0.263	2.161	1.076	
0.075	0.573	0.190	10.131	0.263	2.161	1.076	
0.076	0.573	0.190	10.131	0.263	2.161	1.076	
0.077	0.573	0.168	10.131	0.119	2.161	1.076	
0.078	0.573	0.190	10.131	0.263	2.161	1.076	
0.079	0.573	0.168	9.963	0.119	1.627	1.076	
0.080	0.573	0.096	9.963	0.059	1.627	0.542	
0.081	0.573	0.096	9.963	-0.008	1.627	0.542	
0.082	0.573	0.096	9.963	-0.008	1.627	0.542	
0.083	0.573	0.168	9.963	0.059	1.627	1.076	
0.084	0.573	0.168	9.963	0.059	1.627	1.076	
0.085	0.573	0.090	9.963	-0.008	1.348	0.542	
0.086	0.573	0.090	10.131	-0.008	1.348	0.542	
0.087	0.573	0.046	9.963	-0.136	1.085	0.526	
0.088	0.573	0.046	9.963	-0.136	1.085	0.526	
0.089	0.573	0.046	9.963	-0.136	1.085	0.526	
0.090	0.573	0.046	9.963	-0.136	1.085	0.526	
0.091	0.573	0.046	9.963	-0.136	1.085	0.526	
0.092	0.573	0.046	9.963	-0.136	1.085	0.526	
0.093	0.573	0.090	10.131	-0.136	1.348	0.542	
0.094	0.573	0.046	10.131	-0.136	1.348	0.542	
0.095	0.569	0.046	10.131	-0.136	1.348	0.542	
0.096	0.569	0.046	9.963	-0.136	1.085	0.542	
0.097	0.569	0.046	9.963	-0.136	1.085	0.059	
0.098	0.569	0.046	9.963	-0.136	1.348	0.059	
0.099	0.573	0.046	9.963	-0.136	1.348	0.059	
